unnamed,2026-03-31,2025-03-31,2024-03-31,2023-03-31,2022-03-31,company,unnamed_2,unnamed_3,unnamed_4,unnamed_5,unnamed_6,unnamed_7,unnamed_8,unnamed_9,unnamed_10,unnamed_11,unnamed_12,unnamed_13,unnamed_14,unnamed_15,unnamed_16,unnamed_17,unnamed_18,unnamed_19,unnamed_20,unnamed_21,unnamed_22,unnamed_23,unnamed_24,unnamed_25,unnamed_26,unnamed_27,unnamed_28,unnamed_29,unnamed_30,unnamed_31,unnamed_32,unnamed_33,unnamed_34,unnamed_35,unnamed_36,unnamed_37,unnamed_38,unnamed_39,unnamed_40,unnamed_41,unnamed_42,unnamed_43,unnamed_44,unnamed_45,unnamed_46,unnamed_47,unnamed_48,unnamed_49,unnamed_50,unnamed_51,unnamed_52,unnamed_53,unnamed_54,unnamed_55
Trade Payables - Total Outstanding Dues of Creditors Other Than Micro Enterprises and Small Enterprises,,,,,,Aurobindo Pharma,,,,,23420.7,25185.7,25332.8,27769.9,26645.8,38090.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borrowings,,,,,,Aurobindo Pharma,,,36726.8,21547,40313.4,65732.1,54223,48037.8,21235.6,42425.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Outstanding Dues of Creditors Other Than Micro Enterprises and Small Enterprises,,,,,,Aurobindo Pharma,,,,,,,,,,,,,53753.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lease Liabilities,,,,,,Aurobindo Pharma,,,,,,,,1006.2,1598.9,1031.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b) Total outstanding dues of creditors other               than micro enterprises & small enterprises,,,,,,Aurobindo Pharma,,,,,,,,,,,43750.1,41026.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Current Tax Liabilities, Net",,,,,,Aurobindo Pharma,,,820.1,,969.5,662.7,950.8,2103.5,580.3,2116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade Payables Total Outstanding Dues of Micro Enterprises and Small Enterprises,,,,,,Aurobindo Pharma,,,,,308.3,336.1,427.8,176.9,384.7,622.7,791.5,862.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Liabilities,,,,,,Aurobindo Pharma,,,825.5,,4629,6915.1,6358.7,5561.9,11662.4,11432.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borrowings,,,,,,Aurobindo Pharma,23545.6,24970.9,36726.8,29027.2,40313.4,65732.1,54223,48037.8,21235.6,42425.6,41803.2,63800.3,68734.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provisions,,,,,,Aurobindo Pharma,,,509.2,29027.2,1972.8,3184,4166.4,1719.3,1705.6,2005.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lease Liabilities,,,,,,Aurobindo Pharma,,,,,,,,1006.2,1598.9,1031.6,798.8,819.8,1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Financial Liabilities,,,,,,Aurobindo Pharma,,,14950.3,,15045.2,18190,22386.9,20275,17746.5,17213.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Current Tax Liabilities, Net",,,,,,Aurobindo Pharma,,1445.1,820.1,264.6,969.5,662.7,950.8,2103.5,580.3,2116,2490.1,2849.3,2106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Liabilities,,,,,,Aurobindo Pharma,3876.8,479.7,825.5,8174.4,4629,6915.1,6358.7,5561.9,11662.4,11432.5,8773.8,5468.3,6263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provisions,,,,,,Aurobindo Pharma,1266,384.9,509.2,2349,1972.8,3184,4166.4,1719.3,1705.6,2005.3,2567.9,2755.6,3530.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secured Loan,,,,,,Aurobindo Pharma,,,,2349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Financial Liabilities,,,,,,Aurobindo Pharma,,13142.1,14950.3,4693.8,15045.2,18190,22386.9,20275,17746.5,17213.7,21015.9,29241.6,43046.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lease Liabilities,,,,,,Aurobindo Pharma,,,,4693.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,Aurobindo Pharma,13512,20391.7,,21547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reserves & Surplus,,,,,,Aurobindo Pharma,23545.6,24970.9,,29027.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Shareholders Equity,,,,,,Aurobindo Pharma,,1445.1,,264.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Current Liabilities,,,,,,Aurobindo Pharma,42200.4,60814.4,78402.2,66056,86658.9,120205.7,113846.4,106650.5,81559.8,114937.8,121991.3,146823.4,180390.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Deferred Tax Liability, Net",,,,,,Aurobindo Pharma,,,,66056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noncurrent Liabilities,,,,,,Aurobindo Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borrowings,,,,,,Aurobindo Pharma,,,7428.1,,4512,1799.5,,1684.9,2492.1,6189.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lease Liabilities,,,,,,Aurobindo Pharma,,,,,,,,2661.9,3186.1,3215.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Deferred Tax Liability, Net",,,,,,Aurobindo Pharma,,,239.6,,2352.8,2813.1,2916.9,5745.6,4109.6,3896.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minority Interest,,,,,,Aurobindo Pharma,,,25.5,,18.2,15.9,1.4,-8.8,-19.3,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Liabilities (i) Borrowings,,,,,,Aurobindo Pharma,12793.6,13111.2,7428.1,1814,4512,1799.5,,1684.9,2492.1,6189.6,21349,15616.5,8027.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,Aurobindo Pharma,,,,,,,2644.1,,113.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lease Liabilities,,,,,,Aurobindo Pharma,,,,,,,,2661.9,3186.1,3215.3,2525.3,2392.1,2929.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Non-current Liabilities,,,,,,Aurobindo Pharma,,,,,105.7,336.2,874.8,395,297.7,290.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Deferred Tax Liability, Net",,,,,,Aurobindo Pharma,2054.2,1.9,239.6,493,2352.8,2813.1,2916.9,5745.6,4109.6,3896.1,3565.6,3032.7,3060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long-term Provisions,,,,,,Aurobindo Pharma,,,233.6,493,558.6,465.4,747.1,1571.1,1717.9,1727.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minority Interest,,,,,,Aurobindo Pharma,256.7,98.2,25.5,20.8,18.2,15.9,1.4,-8.8,-19.3,120,80,-63.9,-81.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Financial Liabilities,,,,,,Aurobindo Pharma,,,,20.8,,,,541,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,Aurobindo Pharma,,,,,,,2644.1,,113.5,,,,2418.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Non-current Liabilities,,,,,,Aurobindo Pharma,,,,,105.7,336.2,874.8,395,297.7,290.4,364.7,545.4,5363.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long-term Provisions,,,,,,Aurobindo Pharma,91.8,241.6,233.6,391.3,558.6,465.4,747.1,1571.1,1717.9,1727.2,2257,2829.3,4004.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Financial Liabilities,,,,,,Aurobindo Pharma,,,,,,,,541,,125,154.2,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subscribed Share Capital - Common,,,,,,Aurobindo Pharma,,,,391.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shareholders' Equity,,,,,,Aurobindo Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Common Stock - Par Value,,,,,,Aurobindo Pharma,,,585.2,,585.9,585.9,585.9,585.9,585.9,585.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Equity,,,,,,Aurobindo Pharma,,,72287.8,,116218.3,138321.9,167660.8,218712.8,245173.9,267812.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Common Stock - Par Value,,,,,,Aurobindo Pharma,291.5,292,585.2,585.9,585.9,585.9,585.9,585.9,585.9,585.9,585.9,580.8,580.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reserves & Surplus,,,,,,Aurobindo Pharma,37210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Liabilities & Shareholders Equity,,,,,,Aurobindo Pharma,,,,585.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Equity,,,,,,Aurobindo Pharma,,53564.8,72287.8,93133.2,116218.3,138321.9,167660.8,218712.8,245173.9,267812.6,297842.1,325952.4,378328.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Shareholders Equity,,,,,,Aurobindo Pharma,,,72873,,116804.2,138907.8,168246.7,219298.7,245759.8,268398.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Liabilities & Shareholders Equity,,,,,,Aurobindo Pharma,,,159202,,211010.4,264543.6,289277.4,338539.9,339217.2,398899.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Shareholders Equity,,,,,,Aurobindo Pharma,37501.5,53856.8,72873,93719.1,116804.2,138907.8,168246.7,219298.7,245759.8,268398.5,298428,326533.2,378909.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Liabilities & Shareholders Equity,,,,,,Aurobindo Pharma,94898.2,128124.1,159202,162494.2,211010.4,264543.6,289277.4,338539.9,339217.2,398899.9,450715.1,497849.7,585021.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data shown on this page is extracted directly from the company’s documents. S&P Global Market Intelligence makes every effort to line up fields, captions and headers that represent the same data over time, despite variations in how the company may report these items in different documents. In certain instances the variation in the company’s presentation over time may be too significant, potentially resulting in repeating and/or disordered items. Despite possible issues with the presentation, S&P Global Market Intelligence, as always, stands by its commitment to the quality of the data.",,,,,,Aurobindo Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurobindo Pharma Limited | Cash Flow (As Reported),,,,,,Aurobindo Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Ended,,,,,,Aurobindo Pharma,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,2022-03-31 00:00:00,2023-03-31 00:00:00,2024-03-31 00:00:00,2025-03-31 00:00:00,2026-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Activities,,,,,,Aurobindo Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit before Tax,,,,,,Aurobindo Pharma,15325.2,21678.5,27443,30608.4,32411.8,30913.5,37430.4,73435.9,33727.4,26125,43799.9,50662.9,51118.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depreciation and Amortization Expenses,,,,,,Aurobindo Pharma,3125.3,3326.1,3923.7,4276.3,5579.7,6679.5,9667.1,10553.9,11265.2,12445.8,15216.6,16494.2,17781.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain on Sale and Leaseback Transaction,,,,,,Aurobindo Pharma,,,,,,,,,208.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loss on Sales of Property, Plant and Equipment, Net",,,,,,Aurobindo Pharma,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gain/loss on Sales of Fixed Assets, Net",,,,,,Aurobindo Pharma,37.6,156.9,49.9,62.7,163.5,194.9,370.4,1411.2,1350.2,-132.3,-234.9,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit on Sale of Subsidiary and Acquisition of Non-Controlling Interest,,,,,,Aurobindo Pharma,,,,,,,,-32495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain on Sales of Investment,,,,,,Aurobindo Pharma,,,,,,,,,,,-1,-367,-14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Profit/loss on Sale of Long-term Investments,,,,,,Aurobindo Pharma,,,,,,,,,-290.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit on Investments (net),,,,,,Aurobindo Pharma,-4.7,,-63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit on Sale of Current Investments,,,,,,Aurobindo Pharma,,,,,,,,,-290.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Fair Value of Current Investment,,,,,,Aurobindo Pharma,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loss on liquidation of joint ventures/subsidiary,,,,,,Aurobindo Pharma,,,,,,,,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Write off of Intangible as Et Under Development,,,,,,Aurobindo Pharma,,,,,,,,,,239.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impairment Loss/Reversal on Other Intangible Assets/Intangible Assets under Development and Goodwill,,,,,,Aurobindo Pharma,,,,,,,,4349.2,-396.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goodwill Written off,,,,,,Aurobindo Pharma,,,,-50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Share of Loss of Joint Ventures and Associates,,,,,,Aurobindo Pharma,,,,-1.4,,,,,,116.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Share of Profit/loss of Joint Ventures,,,,,,Aurobindo Pharma,,,-14.5,,-31.4,-27,151.7,553.6,312.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Write-off of intangible assets under development net,,,,,,Aurobindo Pharma,,,,,,,,,,239.6,326.2,114.2,317.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Share Based Payments,,,,,,Aurobindo Pharma,,,-4.2,-70.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allowance for Doubtful Receivables, Net",,,,,,Aurobindo Pharma,,,,-69.3,,66.3,615.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Share of Loss of Joint Ventures and Associates,,,,,,Aurobindo Pharma,,,,,,,,,,116.7,171.5,316.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provision for Doubtful Debts,,,,,,Aurobindo Pharma,,,,-484.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Share of Profit/loss of Joint Ventures,,,,,,Aurobindo Pharma,,,-14.5,-50.2,-31.4,-27,151.7,553.6,312.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Share of Loss of Associates and Joint Ventures,,,,,,Aurobindo Pharma,,,,,,,,,,,,,-15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Share Based Payments,,,,,,Aurobindo Pharma,,,-4.2,-1.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bad Debts/advances Written off,,,,,,Aurobindo Pharma,,,16.9,,,18.8,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allowance for Doubtful Receivables, Net",,,,,,Aurobindo Pharma,,,,,,66.3,615.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allowance for Doubtful Receivable Written Back, Net",,,,,,Aurobindo Pharma,,,,,-95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provision/(reversal) for Doubtful Debts/advances,,,,,,Aurobindo Pharma,,,,221.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allowance for Credit losses on trade receivables and other advances (net),,,,,,Aurobindo Pharma,48.8,365,467.3,,,,,-291.2,-61.1,524.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foreign Currency Translation Adjustment,,,,,,Aurobindo Pharma,23.6,-578.1,-190.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bad Debts/advances Written off,,,,,,Aurobindo Pharma,,,16.9,-70.8,,18.8,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unrealized Foreign Exchange Gain/loss,,,,,,Aurobindo Pharma,1031.3,472.4,102,-161.5,-867.9,-65.8,-745.6,-1089.5,-251.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effect of Exchange Rate Changes,,,,,,Aurobindo Pharma,,,,545.1,332,158.6,-281.6,254.8,1301.5,3104.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stocks Written Off,,,,,,Aurobindo Pharma,,,,,,,,,382.8,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Allowance for Expected Credit Loss Es, Net",,,,,,Aurobindo Pharma,,,,,,,,,,,232.8,188,132.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product Destruction Expenses/stock Written Off,,,,,,Aurobindo Pharma,,,,,109.4,30.9,98.1,486.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Unrealized Exchange Loss, Net",,,,,,Aurobindo Pharma,,,,,,,,,,,,,2209.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effect of Exchange Rate Changes,,,,,,Aurobindo Pharma,23.6,-578.1,-190.5,-484.4,332,158.6,-281.6,254.8,1301.5,3104.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Unrealized Exchange Gain/loss, Net",,,,,,Aurobindo Pharma,1031.3,472.4,102,-69.3,-867.9,-65.8,-745.6,-1089.5,-251.8,,-511.4,587.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,,,,,,Aurobindo Pharma,937.9,708.6,793.1,-7737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories Written off,,,,,,Aurobindo Pharma,,,,,,,,,382.8,56.8,66.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Incomes,,,,,,Aurobindo Pharma,-37.8,-155.6,-103.7,,-120.2,-137.8,-209.1,-223.7,-316,-1459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Product Destruction Expenses/stock Written Off,,,,,,Aurobindo Pharma,,,,221.2,109.4,30.9,98.1,486.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Received,,,,,,Aurobindo Pharma,,,,-7737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provision for Retirement Benefits,,,,,,Aurobindo Pharma,,,,,-244.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,,,,,,Aurobindo Pharma,937.9,708.6,793.1,545.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Incomes,,,,,,Aurobindo Pharma,-37.8,-155.6,-103.7,-161.5,-120.2,-137.8,-209.1,-223.7,-316,-1459,-2857.6,-3532.4,-3290.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance Costs,,,,,,Aurobindo Pharma,,,,,628.9,1507.8,1416.3,595.7,368.4,1289.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Direct Taxes Paid (net of Refunds),,,,,,Aurobindo Pharma,-3439.5,-4955.9,-7326.3,,-6985.6,-7698.3,-7608.4,-12852.5,-12581.9,-7172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dividend Income,,,,,,Aurobindo Pharma,,,,,,,,,,,,,-22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIQ Balancing Calc. - Operating Activities,,,,,,Aurobindo Pharma,,,,-83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance Costs,,,,,,Aurobindo Pharma,,,,,628.9,1507.8,1416.3,595.7,368.4,1289.5,2680.9,4403.8,3523.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excess Provision Written Back,,,,,,Aurobindo Pharma,,,,-83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark-to-market Gain/loss on Derivative Financial Instruments,,,,,,Aurobindo Pharma,,,,17728.6,23.3,-64.4,22.3,-198.2,-320.2,-191.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liabilities no Longer Required Written Back,,,,,,Aurobindo Pharma,,,,,,,,,,,-100.5,-121.4,-38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Debts and Other Advances Written off,,,,,,Aurobindo Pharma,,,,-94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark-to-market Gain/loss on Derivative Financial Instruments,,,,,,Aurobindo Pharma,,,,-94.8,23.3,-64.4,22.3,-198.2,-320.2,-191.4,-27,168.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balances no Longer Required Written Back (net),,,,,,Aurobindo Pharma,-10.8,-232.5,-78.7,,-371.4,-222.3,-263.2,-534,-137.8,-130.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Re-measurement Gain/loss on Employee Defined Benefit Plans,,,,,,Aurobindo Pharma,,,-22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Trade Receivables,,,,,,Aurobindo Pharma,-11016.1,-2281.4,-11103.5,,-681.6,-176.1,-6561.2,7440.4,-4108.4,-4321.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Loans,,,,,,Aurobindo Pharma,,,,,25,-26.3,-28,-39,25.5,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Loans and Advances,,,,,,Aurobindo Pharma,-466.8,,-18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Inventories,,,,,,Aurobindo Pharma,-4379,-5730.4,-4564.8,253.4,-14126.7,-8860.4,-5269.8,-16217.4,14975.2,-9267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balances no Longer Required Written Back (net),,,,,,Aurobindo Pharma,-10.8,-232.5,-78.7,-83.7,-371.4,-222.3,-263.2,-534,-137.8,-130.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade Payables,,,,,,Aurobindo Pharma,3825.5,-5076.3,4451.9,-878,3966.9,-4992.8,2958.7,1265.4,1106.5,7076.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade Receivables,,,,,,Aurobindo Pharma,-11016.1,-2281.4,-11103.5,17728.6,-681.6,-176.1,-6561.2,7440.4,-4108.4,-4321.1,-2641.9,-8620.8,-11707.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sundry Creditors,,,,,,Aurobindo Pharma,,,,639.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loans,,,,,,Aurobindo Pharma,,,,,25,-26.3,-28,-39,25.5,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Current Liabilities,,,,,,Aurobindo Pharma,1487.2,3448.7,288.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Other Current and Non-current Assets,,,,,,Aurobindo Pharma,-40.3,34.5,-1699.3,-7341.3,-2945.4,-1650,-1277.8,179.1,-34.9,-3549.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Loans and Advances,,,,,,Aurobindo Pharma,-466.8,,-18.6,-8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Provisions,,,,,,Aurobindo Pharma,,,,,,,,-1736.1,145.2,217.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
