unnamed,2026-03-31,2025-03-31,2024-03-31,2023-03-31,2022-03-31,company,unnamed_2,unnamed_3,unnamed_4,unnamed_5,unnamed_6,unnamed_7,unnamed_8,unnamed_9,unnamed_10,unnamed_11,unnamed_12,unnamed_13,unnamed_14,unnamed_15,unnamed_16,unnamed_17,unnamed_18,unnamed_19,unnamed_20,unnamed_21,unnamed_22,unnamed_23,unnamed_24,unnamed_25,unnamed_26,unnamed_27,unnamed_28,unnamed_29,unnamed_30,unnamed_31,unnamed_32,unnamed_33,unnamed_34,unnamed_35,unnamed_36,unnamed_37,unnamed_38,unnamed_39,unnamed_40,unnamed_41,unnamed_42,unnamed_43,unnamed_44,unnamed_45,unnamed_46,unnamed_47,unnamed_48,unnamed_49
Common Stock - Par Value,,,,,,Ajanta Pharma,176700,176800,176900,176900,176900,175400,175400,173900,171700,252700,252700,250700,250700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reserves & Surplus,,,,,,Ajanta Pharma,5756400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Equity,,,,,,Ajanta Pharma,,8867500,11731700,15500000,20236800,22276700,25813300,29782400,32471700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(B Other Equity,,,,,,Ajanta Pharma,,,,,,,,,,33627200,35420900,37652200,45020200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Shareholders Equity,,,,,,Ajanta Pharma,5933100,9044300,11908600,15676900,20413700,22452100,25988700,29956300,32643400,33879900,35673600,37902900,45270900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Liabilities & Shareholders Equity,,,,,,Ajanta Pharma,9493500,11434200,14879600,18477000,24485900,26961800,33186900,37787200,40555800,46790200,46383900,50149500,61548400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data shown on this page is extracted directly from the company’s documents. S&P Global Market Intelligence makes every effort to line up fields, captions and headers that represent the same data over time, despite variations in how the company may report these items in different documents. In certain instances the variation in the company’s presentation over time may be too significant, potentially resulting in repeating and/or disordered items. Despite possible issues with the presentation, S&P Global Market Intelligence, as always, stands by its commitment to the quality of the data.",,,,,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajanta Pharma Limited | Cash Flow (As Reported),,,,,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Ended,,,,,,Ajanta Pharma,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,2022-03-31 00:00:00,2023-03-31 00:00:00,2024-03-31 00:00:00,2025-03-31 00:00:00,2026-03-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Activities,,,,,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Profit before Tax and Extraordinary Items,,,,,,Ajanta Pharma,3298500,4560100,5589000,6481700,6225600,5142700,6639700,9001800,9094800,,11139300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pro®t before Tax,,,,,,Ajanta Pharma,,,,,,,,,,7452500,,11891600,13776500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depreciation and Amortization Expenses,,,,,,Ajanta Pharma,438800,516400,444300,612100,595900,720800,957200,1160900,1253000,1308000,1354000,1441100,1731400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit/loss on Sale/discard of Assets (net),,,,,,Ajanta Pharma,2000,500,69200,38900,100,2300,1000,22100,38700,61900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net Gain/loss on Sale/discard of Property, Plant and Equipment",,,,,,Ajanta Pharma,,,,,,,,,,,-34900,6000,18700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investment Written off,,,,,,Ajanta Pharma,,84600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impairment Loss on Financial Assets,,,,,,Ajanta Pharma,,,,232700,83600,84800,82600,75600,39800,-8200,,300,22100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain/loss on Fair Value of Investments,,,,,,Ajanta Pharma,,,,,-114100,-124500,-63800,-23700,-92100,23000,91100,36500,-15500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain on Financial Instrument At Fvtpl,,,,,,Ajanta Pharma,,,-54500,-168300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain on Sales/redemption of Current Investments,,,,,,Ajanta Pharma,,,,,,,,,,,-111200,-149900,-87000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unrealized Gain/loss,,,,,,Ajanta Pharma,,,,,-52500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Share-based Payment Expense,,,,,,Ajanta Pharma,2100,1000,3100,14500,13400,6700,4200,200,3000,2200,54900,38800,15300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Receivables Written off,,,,,,Ajanta Pharma,7200,16400,9500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unrealized Foreign Exchange Gain/loss,,,,,,Ajanta Pharma,,,,,,44800,-537900,-45500,-211900,-140800,-94200,-103100,-581400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exchange Fluctuation,,,,,,Ajanta Pharma,68000,-56800,55800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unrealized Exchange Loss on Revaluation (net),,,,,,Ajanta Pharma,,,,107200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deferred Government Grant,,,,,,Ajanta Pharma,,,,,,,,,-3300,-3300,-3300,-3300,-3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Non-current Assets,,,,,,Ajanta Pharma,,,-10200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Expense,,,,,,Ajanta Pharma,87300,59200,48900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance Costs,,,,,,Ajanta Pharma,,,,13600,4100,11600,119100,82700,102000,58400,72100,207300,161100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noncurrent Provisions,,,,,,Ajanta Pharma,-1500,19300,-21600,5600,100000,2800,22100,22800,13900,48300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Non-current Financial Assets,,,,,,Ajanta Pharma,,,,-19300,-51300,13500,-64400,-7700,43300,9600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Direct Taxes Paid (net of Refunds),,,,,,Ajanta Pharma,-937300,-1461100,-1614900,-1510900,-1396000,-1182300,-1548300,-2303900,-2391300,-1512900,-3121300,-3229700,-3589900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIQ Balancing Calc. - Operating Activities,,,,,,Ajanta Pharma,,,-100,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-current Financial Assets,,,,,,Ajanta Pharma,,,,,,5500,600,900,4600,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Non-current Financial Liabilities,,,,,,Ajanta Pharma,,,-20400,-3700,-900,3300,1300,7900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loss on Fire,,,,,,Ajanta Pharma,,,,,,,39200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Income on Investments and Deposits,,,,,,Ajanta Pharma,-97200,-109200,-57800,-12100,-5700,-45100,-38600,-78700,-40800,-176400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Income on Investments/deposits,,,,,,Ajanta Pharma,,,,,,,,,,,-270000,-440800,-516000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain/loss on Fair Value of Derivative,,,,,,Ajanta Pharma,,,,,,-82100,144900,-40900,-170900,188200,-228200,88200,889200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decrease in Other Non-current Financial Liabilities,,,,,,Ajanta Pharma,,,,,,,,,-1600,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remeasurement of Employee Benefits,,,,,,Ajanta Pharma,,,,-1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provision for Expired Goods (net),,,,,,Ajanta Pharma,,,12200,26400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade Receivables,,,,,,Ajanta Pharma,-524600,-581900,,,,-144300,-2683800,311300,,-105500,-1788800,804800,-5908400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade and Other Receivables,,,,,,Ajanta Pharma,,,-1145400,185200,-1370100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Working Capital (increase) in Trade Receivables,,,,,,Ajanta Pharma,,,,,,,,,-2696800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Short Term Loan Advances,,,,,,Ajanta Pharma,-170600,-93600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Current Loans,,,,,,Ajanta Pharma,,,,,,-19800,26500,9800,16600,-110200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Term Loan Advances,,,,,,Ajanta Pharma,-6700,-20200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-current Loans,,,,,,Ajanta Pharma,,,,,,19600,19300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inventories,,,,,,Ajanta Pharma,-78100,-36300,-455500,-40200,-1389700,-853300,-589300,-2714500,-256600,-223700,-123000,-745100,-309500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade Payables,,,,,,Ajanta Pharma,-71700,-154800,365100,246300,722400,-242900,1328100,111500,-480200,969100,408500,-84500,907900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Receivables,,,,,,Ajanta Pharma,,,,,,,,,,,,252900,-1588200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Current Assets,,,,,,Ajanta Pharma,100,-37500,24500,-161200,-409200,-72700,156900,-380400,263600,69300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Current Liabilities,,,,,,Ajanta Pharma,107300,71200,-10500,-23900,-700,178000,604300,106700,353200,-440100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Provisions,,,,,,Ajanta Pharma,600,16900,4500,1100,126500,-230500,-24300,12300,-5400,9400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Other Receivables,,,,,,Ajanta Pharma,,,,,,,,,,,-228200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increase in Other Payable,,,,,,Ajanta Pharma,,,,,,,,,,,567600,1156400,592800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes Provisions,,,,,,Ajanta Pharma,,,,,,,,,,,,404800,-223900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Current Financial Assets,,,,,,Ajanta Pharma,,,26200,-3100,-323400,402600,103000,95900,175600,323300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increase Provisions,,,,,,Ajanta Pharma,,,,,,,,,,,166100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Current Financial Liabilities,,,,,,Ajanta Pharma,,,,72000,53200,103600,-131900,336000,565900,113800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow from Operating Activities,,,,,,Ajanta Pharma,2124200,2794200,3261400,6092900,2811200,3745100,4567700,5763100,5617100,7921100,7850700,11572300,5291900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investing Activities,,,,,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Expenditure on Property, Plant and Equipment and Intangible Assets",,,,,,Ajanta Pharma,,,,,,,,,,,-1524100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Expenditure on Fixed Assets, Including Capital Advances",,,,,,Ajanta Pharma,-1343900,-1027300,-2979200,-2991100,-2627100,-3429700,-2394200,-1716100,-1488400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Capital Expenditure on Property, Plant and Equipment and Intangible Assets Including Capital Advances",,,,,,Ajanta Pharma,,,,,,,,,,-1744900,,-3179200,-3651600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Proceeds From Sale of Property, Plant & Equipment",,,,,,Ajanta Pharma,31500,-8400,4300,32000,1100,6300,54900,17100,183800,7300,133800,11400,54100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Investments,,,,,,Ajanta Pharma,-550000,355400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchase of Current Investments,,,,,,Ajanta Pharma,,,,-3557300,-2251300,-2692200,-2780000,-7424100,-10378700,-16668600,-20797600,-27612100,-26599800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Sale of Current Investments,,,,,,Ajanta Pharma,,,,2677800,2357100,3924500,2756000,6338800,10916500,12761500,22573900,26634800,25490900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investment in Limited Liability Partnership - Non-Current Investment,,,,,,Ajanta Pharma,,,,,,,,,,,,-62500,-32600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchase of Investments,,,,,,Ajanta Pharma,,,-2190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Investment,,,,,,Ajanta Pharma,,,2153900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchase of Non-current Investments,,,,,,Ajanta Pharma,,,,,-75500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales of Noncurrent Investments,,,,,,Ajanta Pharma,,,,,,,7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchase/sale of Marketable Equity Securities,,,,,,Ajanta Pharma,,-400400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purchase/sale of Non-current Investments,,,,,,Ajanta Pharma,,,,,,-54200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sale of Non-Current Investments/Investment in LLP,,,,,,Ajanta Pharma,,,,,,,,122700,-250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIQ Balancing Calc. - Investing Activities,,,,,,Ajanta Pharma,-100,,,,,,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank Balances not Considered as Cash and Cash Equivalents,,,,,,Ajanta Pharma,,,,,,-28800,24500,-291900,266800,43500,-2100,1600,-3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank Balances not Considered as Cash and Cash Equivalents (net),,,,,,Ajanta Pharma,-108400,-565900,814500,-2400,16700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Insurance Claim Received Against Property, Plant and Equipment",,,,,,Ajanta Pharma,,,,,,,49000,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Income on Investments and Deposits,,,,,,Ajanta Pharma,92900,63000,105900,9800,17900,46300,38600,19700,9000,5200,270000,440800,453700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow from Investing Activities,,,,,,Ajanta Pharma,-1878000,-1583600,-2090600,-3831200,-2561100,-2227800,-2244100,-2823800,-741000,-5596000,653900,-3765200,-4289200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financing Activities,,,,,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borrowings,,,,,,Ajanta Pharma,,,,-717200,5100,341800,97300,-440200,2300,-4900,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repayment of long-term borrowings,,,,,,Ajanta Pharma,-36300,-154600,-241000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Long-terms Borrowings,,,,,,Ajanta Pharma,,,47300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Proceeds of Borrowings, Net",,,,,,Ajanta Pharma,,,,,,,,,,,,11000,2094000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds (Repayment) of Short-term Borrowings,,,,,,Ajanta Pharma,92900,-426500,411700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Issue of Equity Shares,,,,,,Ajanta Pharma,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proceeds from Issue of Equity Shares (esops),,,,,,Ajanta Pharma,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payments for Buy-back of Shares,,,,,,Ajanta Pharma,,,,,,-1000000,,-1354100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payment for Buy Back of Equity Shares,,,,,,Ajanta Pharma,,,,,,,,,-2855900,,-3882700,-3513400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dividends Paid,,,,,,Ajanta Pharma,-146100,-350900,-1227900,-1141900,-3000,-791200,-1134400,-829000,-822100,-896900,-6421700,-3493700,-3497200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deferred Government Grant,,,,,,Ajanta Pharma,,,,,,,,,3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Repayment of Lease Liability,,,,,,Ajanta Pharma,,,,,,,,,-166000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dividend Tax Paid,,,,,,Ajanta Pharma,-24900,-59800,-114400,-145000,,-3700,-24900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payment of Lease Liability,,,,,,Ajanta Pharma,,,,,,,-152700,-185800,,-142500,-162300,-148900,-148000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payment for Expenses for Buyback of Shares,,,,,,Ajanta Pharma,,,,,,-9900,,-324200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payment for Expenses for buyback of equity shares,,,,,,Ajanta Pharma,,,,,,,,,,,,-16100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Income/(Payment) for Expenses for Buyback of Equity Shares,,,,,,Ajanta Pharma,,,,,,,,,-685200,-14400,-9200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Paid,,,,,,Ajanta Pharma,-87000,-60200,-49000,-13600,-4100,-11600,-71600,-49600,-73500,-23300,-35300,-173100,-128000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow from Financing Activities,,,,,,Ajanta Pharma,-201300,-1051900,-1173200,-2017700,-2000,-1474600,-1286300,-3182900,-4597100,-1082000,-10510600,-7334100,-1679200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Adjustments,,,,,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIQ Balancing Calc. - Net Change in Cash,,,,,,Ajanta Pharma,,,-100,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow Net Changes in Cash,,,,,,Ajanta Pharma,44900,158700,-2500,244000,248100,42700,1037400,-243600,279000,1243100,-2006000,473000,-676500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Type: YTD,,,,,,Ajanta Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P Capital IQ - Standard,,,,,,Ajanta Pharma,2019 FQ2 YTD,2020 FQ2 YTD,2021 FQ2 YTD,2022 FQ2 YTD,2023 FQ2 YTD,2024 FQ2 YTD,2025 FQ2 YTD,2026 FQ2 YTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Ended,,,,,,Ajanta Pharma,2018-09-30 00:00:00,2019-09-30 00:00:00,2020-09-30 00:00:00,2021-09-30 00:00:00,2022-09-30 00:00:00,2023-09-30 00:00:00,2024-09-30 00:00:00,2025-09-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currency,,,,,,Ajanta Pharma,INR,INR,INR,INR,INR,INR,INR,INR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units,,,,,,Ajanta Pharma,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,Thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profit before Tax,,,,,,Ajanta Pharma,3121200,3130100,4559300,4808700,4248600,5449700,6123600,6719400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Depreciation and Amortization,,,,,,Ajanta Pharma,346600,460800,563500,624200,644800,668900,683600,842600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loss on Sale and Retirements of Property, Plant, and Equipment, Net",,,,,,Ajanta Pharma,,100,9500,40000,47700,-36200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gain/loss on Sales and Retirement of Property, Plant and Equipment, Net",,,,,,Ajanta Pharma,,,,,,,5300,6200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain/loss on Sale of Investments,,,,,,Ajanta Pharma,,74000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impairment Loss on Financial Assets,,,,,,Ajanta Pharma,56800,30900,69500,,-19500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Impairment and Gain/loss on Financial Assets,,,,,,Ajanta Pharma,,,,,,,,14100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain/loss on Investment At Fvtpl,,,,,,Ajanta Pharma,219800,,,-37000,,,46300,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain/loss on Fair Value of Investments,,,,,,Ajanta Pharma,,,-59300,,-46600,-74000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain/Loss on Sale/Redemption of - Current Investments,,,,,,Ajanta Pharma,,,,,,,-100000,-47500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Share-based Payment Expense,,,,,,Ajanta Pharma,2800,2000,2500,1400,800,16900,25700,7700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unrealized Foreign Exchange Gain/loss,,,,,,Ajanta Pharma,-464100,-54800,-50300,-86200,,,-51100,-308200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unrealized Foreign Exchange Gain,,,,,,Ajanta Pharma,,,,,-577500,-121600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Income Tax Paid,,,,,,Ajanta Pharma,-390700,-561900,-1050600,-1156600,-747000,-1241700,-1475600,-1568700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deferred Government Grant,,,,,,Ajanta Pharma,,,,,,-1700,-1700,-1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Non-current Provisions,,,,,,Ajanta Pharma,,,,,8400,-12800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance Costs,,,,,,Ajanta Pharma,3000,67200,31600,19100,18700,31900,67500,86500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noncurrent Provisions,,,,,,Ajanta Pharma,14800,-4300,-7400,25700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Income from Investments & Deposits,,,,,,Ajanta Pharma,-20100,-26500,-7400,-47200,-14700,-34600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Non-current Financial Assets,,,,,,Ajanta Pharma,,,-1100,4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-current Financial Assets,,,,,,Ajanta Pharma,,,,,2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Non-current Financial Liabilities,,,,,,Ajanta Pharma,800,800,6400,-1600,-400,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loss on Fire,,,,,,Ajanta Pharma,,10700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Other Non-current Financial Assets,,,,,,Ajanta Pharma,20900,-29800,-31800,2900,-1200,1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interest Income on Investments/deposits,,,,,,Ajanta Pharma,,,,,,,-210700,-235100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain/loss on Fair Value of Derivative,,,,,,Ajanta Pharma,,,-51300,-176700,63500,-239000,176500,661000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade Receivables,,,,,,Ajanta Pharma,-575200,-1650700,168800,-800800,-967400,-660900,2373800,-2263400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Current Loans,,,,,,Ajanta Pharma,,,39400,12300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Current Loan,,,,,,Ajanta Pharma,,,,,-16600,-51500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Inventories,,,,,,Ajanta Pharma,-521100,-151700,-1376300,-206400,434900,305400,-170000,931300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trade Payables,,,,,,Ajanta Pharma,65100,543700,198600,-737700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change in Trade Payables,,,,,,Ajanta Pharma,,,,,603100,-611600,-421000,-231700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Current Assets,,,,,,Ajanta Pharma,,,,,43500,-389500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
