unnamed,2026-03-31,2025-03-31,2024-03-31,2023-03-31,2022-03-31,company,unnamed_2,unnamed_3,unnamed_4,unnamed_5,unnamed_6,unnamed_7,unnamed_8,unnamed_9,unnamed_10,unnamed_11,unnamed_12,unnamed_13,unnamed_14,unnamed_15,unnamed_16,unnamed_17,unnamed_18,unnamed_19,unnamed_20,unnamed_21,unnamed_22,unnamed_23,unnamed_24,unnamed_25,unnamed_26,unnamed_27,unnamed_28,unnamed_29,unnamed_30,unnamed_31,unnamed_32,unnamed_33,unnamed_34,unnamed_35,unnamed_36,unnamed_37,unnamed_38,unnamed_39,unnamed_40,unnamed_41,unnamed_42,unnamed_43,unnamed_44,unnamed_45,unnamed_46,unnamed_47,unnamed_48,unnamed_49,unnamed_50,unnamed_51,unnamed_52,unnamed_53
S&P Capital IQ - Standard,,,,,,Marksans Pharma,2014 FQ1,2014 FQ2,2014 FQ4,2015 FQ1,2015 FQ2,2015 FQ3,2015 FQ4,2016 FQ1,2016 FQ2,2016 FQ3,2016 FQ4,2017 FQ1,2017 FQ2,2017 FQ3,2017 FQ4,2018 FQ1,2018 FQ2,2018 FQ3,2018 FQ4,2019 FQ1,2019 FQ2,2019 FQ3,2019 FQ4,2020 FQ1,2020 FQ2,2020 FQ3,2020 FQ4,2021 FQ1,2021 FQ2,2021 FQ3,2021 FQ4,2022 FQ1,2022 FQ2,2022 FQ3,2022 FQ4,2023 FQ1,2023 FQ2,2023 FQ3,2023 FQ4,2024 FQ1,2024 FQ2,2024 FQ3,2024 FQ4,2025 FQ1,2025 FQ2,2025 FQ3,2025 FQ4,2026 FQ1,2026 FQ2,2026 FQ3,2026 FQ4,2027 FQ1
Period Ended,,,,,,Marksans Pharma,2013-06-30 00:00:00,2013-09-30 00:00:00,2014-03-31 00:00:00,2014-06-30 00:00:00,2014-09-30 00:00:00,2014-12-31 00:00:00,2015-03-31 00:00:00,2015-06-30 00:00:00,2015-09-30 00:00:00,2015-12-31 00:00:00,2016-03-31 00:00:00,2016-06-30 00:00:00,2016-09-30 00:00:00,2016-12-31 00:00:00,2017-03-31 00:00:00,2017-06-30 00:00:00,2017-09-30 00:00:00,2017-12-31 00:00:00,2018-03-31 00:00:00,2018-06-30 00:00:00,2018-09-30 00:00:00,2018-12-31 00:00:00,2019-03-31 00:00:00,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,2022-12-31 00:00:00,2023-03-31 00:00:00,2023-06-30 00:00:00,2023-09-30 00:00:00,2023-12-31 00:00:00,2024-03-31 00:00:00,2024-06-30 00:00:00,2024-09-30 00:00:00,2024-12-31 00:00:00,2025-03-31 00:00:00,2025-06-30 00:00:00,2025-09-30 00:00:00,2025-12-31 00:00:00,2026-03-31 00:00:00,2026-06-30 00:00:00
Currency,,,,,,Marksans Pharma,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR
Units,,,,,,Marksans Pharma,Millions,Millions,Millions,Millions,Millions,Millions,Absolute,Millions,Millions,Millions,Absolute,Millions,Millions,Millions,Absolute,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions
Revenues,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Sales/income from Operations (Net of Excise Duty),,,,,,Marksans Pharma,1410.31,1613.54,1588.63,2023.95,2104.75,2132.94,1705243926,2101.59,2555.3,2174.07,2102311868,1867.47,1804.26,2152.39,1847493428,2210.56,2738.09,2184.34,1993.18,2352.53,2690.41,2483.65,2474.09,2450.34,2563.96,2876.49,3353.49,3311.52,3564.69,3583.63,3301.98,3489.62,3612.01,3626.33,4180.43,4337.68,4525.65,4798.29,4859.76,5000.33,5312.36,5861.27,5600.13,5906.18,6419.23,6818.46,7084.57,6199.89,7204.09,7544.27,8561.14,8407.96
Other Income (net) - Refer,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.71,,,,215.72,,,
Other Income,,,,,,Marksans Pharma,,,,,,,,,,,88671139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Income,,,,,,Marksans Pharma,27.22,0.25,7.32,0.21,0.64,0.2,32381466,22.99,0.13,1.04,-24170000,0.1,66.99,0.09,3042020,0.43,,3.88,,32.32,-7.97,1.57,97.31,21.76,78.81,0.26,0.26,1.82,36.68,-31.68,60.12,58.84,85.67,120.57,153.44,164.99,141.53,176.52,110.09,100.96,189.96,48,165.29,149.49,,361.14,153.38,56.41,,201.44,351.74,254.04
Total Revenues,,,,,,Marksans Pharma,1437.53,1613.79,1595.95,2024.16,2105.39,2133.14,1737625392,2124.58,2555.43,2175.11,2166813007,1867.57,1871.25,2152.48,1850535448,2210.99,2738.09,2188.22,1993.18,2384.85,2682.44,2485.22,2571.4,2472.1,2642.77,2876.75,3353.75,3313.34,3601.37,3551.95,3362.1,3548.46,3697.68,3746.9,4333.87,4502.67,4667.18,4974.81,4969.85,5101.29,5502.32,5909.27,5765.42,6055.67,6418.52,7179.6,7237.95,6256.3,7419.81,7745.71,8912.88,8662
Expenses,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cost of Materials Consumed,,,,,,Marksans Pharma,-431.39,-587.04,-620.05,-726.28,-727.48,-855.86,-467818088,-729.72,-966.95,-752.01,-964019496,-913.15,-913.87,-921.34,-906944505,-1064.97,-1077.55,-797.25,-546.86,-1005.06,-1072.94,-1321.29,-721.28,-706.01,-798.46,-754.8,-1454.05,-915.99,-1176.36,-1118.51,-750.43,-1133.43,-1702.1,-1330.74,-1240.43,-1807.44,-1401.88,-1798.38,-1122,-1517.56,-1746.97,-1928.72,-1483.75,-1613.07,-2143.85,-1892.56,-1880.75,-1926.94,-2277.2,-2738.23,-2649.72,-2206.69
Purchase of Stock in Trade,,,,,,Marksans Pharma,-342.11,-339.95,-417.38,-443.89,-396.15,-374.47,-475433595,-463.31,-365.83,-338.9,-467790503,-349.68,-234.45,-357.03,-470329970,-394.68,-551.53,-164.05,-428.93,-240.19,-252.38,-113.6,-452.32,-186.94,-420.64,-531.25,-67.18,-434.64,-527.18,-666.66,-1487.22,-63.27,,-205.45,-1034.41,-342.26,-543.19,-638.39,-1623.97,-1147.09,-852.88,-813.09,-1629.79,-1672.38,-1343.23,-1119.52,-1609.64,-1715.47,-1061.41,-269.89,-1498.11,-1384.49
"Changes in Inventories of Finished Goods, Work in Progress and Stock in Trade",,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.05,,,,,,,,,,,,
Purchase of Stock in Trade Change in Inventories of Finished,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-329.41,,,,,,,,,,,,,,,,,,,
"Changes in Inventories of Finished Goods, Work in Progress and Stock in Trade",,,,,,Marksans Pharma,-15.58,4.52,23.51,-24.49,-58.97,56.3,40168069,17.73,-30.31,-19.94,-15873865,165,47.58,75.64,191126746,196.4,-132.74,-183.23,-85.89,86.35,13.74,152.92,-53.99,-349.8,-107.38,-115.38,43.09,-45.04,66.65,370.76,,-426.27,,-139.08,,1.49,-287.05,41.94,307.56,237.05,72.66,13.62,415.3,667.64,903.1,28.66,238.18,1024.29,252.7,-154.11,241.3,156.52
Employee Benefit Expense,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-682.38,,,,,,,,,,,,
Work in Process and Stock in Trade,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,970.41,,277.7,,158.7,,,,,,,,,,,,,,,,,
Employee Benefit Expense,,,,,,Marksans Pharma,-151.8,-185.34,-163.5,-180.4,-187.09,-177.18,-181395700,-182.39,-365.27,-365.42,-311093964,-382.64,-352.21,-383.11,-379019138,-374.01,-359.9,-361.71,-381.86,-370.79,-428.54,-363.31,-428.02,-411.48,-406.32,-404.55,-461.81,-427.03,-438.78,-478.56,-628.87,-490.45,-547.92,-561.02,-603.63,-566.2,-596.72,-621.89,-608.9,-682.38,-711.29,-745.26,-797.47,-804.84,-841.56,-884.42,-972.17,-983.85,-1038.03,-1119.9,-1067.56,-1142.94
Other Expenses,,,,,,Marksans Pharma,-232.08,-209.42,-175.73,-221.13,-226.11,-257.32,-234667127,-242.82,-313.26,-393.02,-300386336,-252.32,-349.47,-298.62,-239342741,-283.35,-370.45,-389.61,-509.77,-467.98,-579.08,-476.5,-661.99,-471.91,-495.49,-597.66,-721.56,-788.63,-657.46,-780.07,-452.14,-602.83,-709.3,-812.01,-824.26,-894.66,-894.14,-1015.13,-716.96,-870.69,-934.39,-1057.6,,-1199.17,-1525.57,-1645.62,-1590.84,-1596.69,-1635.22,-1654.72,-1632.84,-1700.01
Depreciation and Amortization Expenses,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-136.6,,,,,,,,,,,,
Other Expenses-Other Expenses,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1008,,,,,,,,,
Depreciation and Amortization Expenses,,,,,,Marksans Pharma,-32.05,-31.75,-36.02,-40.38,-39.64,-39.71,-41613005,-45.24,-54.82,-97.58,-83620397,-48.2,-58.99,-118.37,-75379974,-74.46,-69.75,-62.26,-61.92,-59.64,-55.37,-50.37,-62.66,-47.33,-49.76,-73.27,-96.26,-72.49,-189.92,-85.77,-13.33,-74.71,-73.87,-85.59,-213.57,-111.15,-140.52,-127.42,-139.44,-136.6,-175.51,-220.03,-210.55,-204.43,-195.1,-206.88,-227.44,-231.01,-269.16,-243.27,-242.87,-248.64
Finance Costs,,,,,,Marksans Pharma,-32.6,-39.94,-37.09,-35.38,-47.87,-63.41,-13795689,-29.81,-28.65,-23.4,-19691680,-12.77,-10.61,-18.18,-26192177,-19.35,-30.43,-17.65,-34.73,-23.97,-30.63,-17.56,-24.39,-22.51,-28.11,-16.49,-20.35,-15.5,-19.34,-16.75,-28.28,-9.66,-15.01,-9.51,-50.28,-18,-25.36,-23.52,-24.4,-15.76,-16.26,-31.61,-48.41,-29.24,-26.34,-26.67,-34.35,-60.65,-58.15,-59.35,-63.1,-70.04
Ciq Balancing Calc.-expenses,,,,,,Marksans Pharma,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnings before Taxes,,,,,,Marksans Pharma,199.92,224.87,169.69,352.21,422.08,421.49,363070258,449.02,430.34,184.84,4336766,73.81,-0.77,131.47,-55546311,196.57,145.74,212.46,-56.78,303.57,277.24,295.51,166.75,276.12,336.61,383.35,575.63,614.02,658.98,776.39,972.24,747.84,597.77,603.5,525.99,764.45,778.32,792.02,1041.74,968.26,1137.68,1126.58,1002.75,1200.18,1245.97,1432.59,1160.94,765.98,1333.34,1506.24,1999.98,2065.71
Taxes and Other Expenses,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provision for Income Tax,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-251.44,,,,,,,,,,,,
Provision for Income Tax,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.44,,,,,,,,,,,,
Provision for Income Tax,,,,,,Marksans Pharma,-8.28,-19.55,-60.31,-93.03,-105.49,-137.15,-103536822,-125.66,-73.29,1.71,-43835677,-18.03,-2.09,-23.31,-6582274,-41.05,-55.09,-30.52,-7.25,-62.48,-67.08,-50.61,-55.67,-45.8,-81.82,-84.73,-111.71,-154.44,-140.44,-197.09,-174.97,-130.94,-137.53,-128.98,-173.57,-158.24,-191.12,-164.19,-202.12,-251.44,-304.36,-275.31,-301.97,-300.08,-362.91,-372.33,-237.5,-196.08,-358.57,-389.5,-555.49,-518.94
Minority Interest (After Tax),,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.8,,,,,,,,,,,,
Provision for Income Tax,,,,,,Marksans Pharma,,,,,,,,,,,,-3,-1.43,-0.09,,-11.3,13.45,-7.39,-0.78,-4.46,-4.43,6.44,-7.6,-5.5,-3.37,-3.02,-32.77,34.07,-11.2,10.1,-2.29,9.1,2.64,8.2,-55.81,-4.37,14.01,-4.77,-15.85,-12.44,-1.34,-16.28,-5.46,-9.43,94.54,-7.81,-10.91,12.12,16.62,-10.17,-20.17,0.1
Provision for Income Tax,,,,,,Marksans Pharma,,,,,,,,,,,,,11.78,7.13,,-0.04,,,,12.15,,,-4.95,,8.28,,-3.75,,,,,,,,-0.08,,,,3.33,,6.52,-5.34,81.11,,,-1.78,-5.27,,,30.33,66,47.2
Minority Interest (After Tax),,,,,,Marksans Pharma,-3.81,-5.21,-3.06,-4.49,-4.96,-7.17,-9056666,-8.67,-8.34,-7.21,-18094975,-8.47,-0.69,-15.63,24790000,,-9.87,-6.89,,,,,,,,,,,,,,-7.54,-7.97,,,-4.69,11.32,11.02,-7.78,-17.8,-3.32,2.7,6.47,-3.15,-10.44,-5.04,-1.8,1.15,-8.89,-4.88,-9.03,-22.4
Difference in below EBT block,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,
Net Income (Loss),,,,,,Marksans Pharma,187.83,200.11,106.32,254.69,311.63,277.17,250476770,314.69,348.71,179.34,-57593886,44.31,6.8,99.57,-37338585,144.18,94.23,167.66,-64.81,248.78,205.73,251.34,98.53,224.82,259.7,295.6,427.4,493.65,507.34,589.4,794.98,618.46,454.91,482.72,296.53,597.16,612.53,634.08,819.32,686.58,835.18,832.35,782.9,887.52,967.16,1045.63,905.46,583.17,982.5,1132.02,1481.29,1571.67
Supplementary Info,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS - Continuing Operations,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,
Operating Income (Loss),,,,,,Marksans Pharma,232.52,264.81,206.78,387.59,469.95,484.9,,478.83,458.99,208.24,-1146030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diluted EPS - Continuing Operations,,,,,,Marksans Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,
Basic EPS - Continuing Operations,,,,,,Marksans Pharma,0.49,0.52,0.28,0.66,0.81,0.72,,0.77,0.85,0.44,,0.11,0.02,0.24,,0.33,0.23,0.41,-0.17,0.58,0.48,0.6,0.21,0.52,0.63,0.71,1,1.2,1.21,1.42,1.93,1.51,1.11,1.2,0.69,1.46,1.52,1.56,1.97,1.52,1.84,1.84,1.73,1.95,2.13,2.31,2,1.29,2.17,2.5,3.27,3.47
Diluted EPS - Continuing Operations,,,,,,Marksans Pharma,0.49,0.52,0.28,0.66,0.81,0.72,,0.77,0.85,0.44,,0.11,0.02,0.24,,0.33,0.23,0.41,-0.17,0.58,0.48,0.6,0.21,0.52,0.63,0.71,1,1.2,1.21,1.42,1.93,1.51,1.11,1.2,0.69,1.46,1.52,1.56,1.97,1.52,1.84,1.84,1.73,1.95,2.13,2.31,2,1.29,2.17,2.5,3.27,3.47
