unnamed,2026-03-31,2025-12-31,2025-06-30,2025-03-31,2024-12-31,company,unnamed_2,unnamed_3,unnamed_4,unnamed_5,unnamed_6,unnamed_7,unnamed_8,unnamed_9,unnamed_10,unnamed_11,unnamed_12,unnamed_13,unnamed_14,unnamed_15,unnamed_16,unnamed_17,unnamed_18,unnamed_19,unnamed_20,unnamed_21,unnamed_22,unnamed_23,unnamed_24,unnamed_25,unnamed_26,unnamed_27,unnamed_28,unnamed_29,unnamed_30,unnamed_31,unnamed_32,unnamed_33,unnamed_34,unnamed_35,unnamed_36,unnamed_37,unnamed_38,unnamed_39,unnamed_40,unnamed_41,unnamed_42,unnamed_43,unnamed_44,unnamed_45,unnamed_46,unnamed_47,unnamed_48,unnamed_49,unnamed_50
"Depreciation of Fixed Assets, Depletion of Oil and Gas Assets and Depreciation of Productive Biological Assets",,,,,,Jiangsu Hengrui Pharma,2130213732.1529748,2225503493.790985,2426017601.771653,3047019165.86554,3773034304.520298,6244837170.598789,4914515541.748083,5678047631.737646,6199197193.975457,7376940540.38884,7679917886.938114,8854166537.686033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amortization of Right of Use Assets,,,,,,Jiangsu Hengrui Pharma,,,,,,,,291034065.64606017,465231242.87185234,447479252.9147156,630136825.0418135,526492497.69406486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amortization of Intangible Assets,,,,,,Jiangsu Hengrui Pharma,44108568.769965336,43355168.98270318,57535535.21210606,64242975.12775155,66516998.490863785,77338588.96408874,100935114.31628092,134619024.64074156,269762153.8931002,447211151.99920774,788648535.326242,1472027045.3376002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amortization of Long-term Deferred and Prepaid Expenses,,,,,,Jiangsu Hengrui Pharma,1717444.3230565777,,14254224.072588535,28850775.012288675,14381120.31473799,279251111.3860786,305035713.0698325,238391367.70084628,795068443.8660654,1048300991.1690525,1111380561.1046147,1255182874.9947565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gain/loss on Disposal of Fixed Assets, Intangible Assets and Other Long-term Assets",,,,,,Jiangsu Hengrui Pharma,2847211.6522963876,8826378.685116112,12480658.874205565,-16226962.67708078,-21374722.34890382,-12665585.998281863,-33371277.189722195,-39540213.2423979,-65679545.83852878,-37124323.75463962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loss on the Disposal of Fixed Assets, Intangible Assets, and Other Long-term Assets (gain Is Indicated with “-“)",,,,,,Jiangsu Hengrui Pharma,,,,,,,,,,,-63288782.2677789,-52070415.63167912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investment Gain/loss,,,,,,Jiangsu Hengrui Pharma,-2047709.3680029002,25715242.126324844,-144251391.3334421,-379828612.30434376,-2509046774.3326445,-3161201272.660203,-3819001070.889715,-2962582471.826914,-5487615176.8604765,-265723153.81698716,-279848027.6018087,738451358.6167723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provisions for Asset Impairments,,,,,,Jiangsu Hengrui Pharma,70183953.29137902,73389747.56210227,-50760369.3790855,148185054.43564886,256472697.13605928,135229409.1110972,43985961.11847036,162571999.74258372,1760078790.5271466,1258601956.7561848,381501587.8618371,1116580237.8355832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain/loss on Fixed Asset Obsolescence,,,,,,Jiangsu Hengrui Pharma,385709.55359024147,54457418.86254545,489485.277781122,10323557.550025178,7157078.698742963,17076751.000599027,25556317.76415608,20311059.34788219,14894354.465286482,72934925.88300791,57967161.20680442,42264451.62300338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Losses from Changes in Fair Value (gains Indicated with ""-"")",,,,,,Jiangsu Hengrui Pharma,,,,,,-383616785.18018466,-184527051.5333117,-424960923.76077473,-917961555.6143674,683870885.018505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Losses on Changes in Fair Value (fill Gain with -),,,,,,Jiangsu Hengrui Pharma,,,,,,,,,,,-1273660859.3726516,-2229894245.1352353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Credit Impairment Loss,,,,,,Jiangsu Hengrui Pharma,,,,,,55935658.45085557,74896200.64530636,-47449015.06474849,315389439.03232473,-202548401.47991496,-339986256.4159192,306806687.9654658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,,,,,,Jiangsu Hengrui Pharma,206351764.86495033,645051082.0990514,207507706.770627,366489519.14731467,3157449511.353744,1863704061.1367493,4636107389.243499,2969264615.9012065,419736955.28907883,651140560.5851649,2453450795.5188465,681124736.8804243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Income/expense,,,,,,Jiangsu Hengrui Pharma,305780.39343,305983.82748,,,,,,55244853.532171555,77896397.00972036,69303698.68891765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Expense (gain Is Indicated By “-“sign),,,,,,Jiangsu Hengrui Pharma,,,,,,,,,,,-21594515.69790938,4810946656.033705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Receivables,,,,,,Jiangsu Hengrui Pharma,-2210628725.069929,-4566044554.24933,-2341007883.149635,4586513490.318188,-21486924849.83146,-29556496702.677746,-38997035800.77754,-10183608125.255299,-27412775413.214222,23899689700.40572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Receivable (increase Is Indicated with “-“),,,,,,Jiangsu Hengrui Pharma,,,,,,,,,,,-4404954210.590346,-14095352051.520452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Inventories,,,,,,Jiangsu Hengrui Pharma,-1232948571.4419847,284811264.7061467,-1091874756.3119152,-1515033571.8765855,-2470513866.268744,-5945861066.0996,-1941975402.8132415,-7403353487.691673,-632066586.6756002,1515556469.572844,-1590227708.185297,-6156739367.227394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes in Operating Payables,,,,,,Jiangsu Hengrui Pharma,1217374470.671154,1908684099.4918323,690248580.1036546,-13683153324.339945,6412038217.367554,14480094546.151558,2484537503.7600446,9496665594.759857,-6132116312.358389,3701532028.782342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increase in Operating Payable Items (fill Decrease with -),,,,,,Jiangsu Hengrui Pharma,,,,,,,,,,,7872050421.6713,53119694678.74106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Changes of Deferred Tax Asset,,,,,,Jiangsu Hengrui Pharma,-213829323.70222744,-160186094.41958037,-187209964.88417545,29253187.385021742,-222906986.0488883,464807946.47404635,146798829.08727816,-1036770160.0103211,-979942036.9293454,-958581741.9465479,-663833324.785751,-5187370204.907602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increase in Deferred Income Tax Liabilities (decrease),,,,,,Jiangsu Hengrui Pharma,,,,,,11079430.122253193,63349073.22574824,-58458256.91517325,714670409.4672068,-197352843.60927173,392507850.64841026,-1915965.7087825465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow from Operating Activities,,,,,,Jiangsu Hengrui Pharma,16046397180.033228,23227162202.008095,25359097486.594807,24987608806.78188,28074095455.05418,39013547563.07832,38387877695.524216,49481135122.848625,15182038216.538126,89728040989.79611,87029392110.1562,144340329705.09442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investing Activities,,,,,,Jiangsu Hengrui Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cash Paid for the Acquisition or Construction of Fixed Assets, Intangible Assets and Other Long-term Assets",,,,,,Jiangsu Hengrui Pharma,-3042729206.3436303,-4019538481.1420183,-10866923406.608416,-3730423919.543591,-5354412133.881016,-5737818429.3621855,-6200437086.771873,-19523970662.902866,-23904341733.5006,-17418048180.25244,-23088207221.708443,-38051458945.23587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Net Cash Received from Disposal of Fixed Assets, Intangible Assets and Other Long-term Assets",,,,,,Jiangsu Hengrui Pharma,1430050.708537119,1284292.557788004,5947861.286226785,15521149.911993088,35971223.37869919,12300227.700837316,39779659.82498674,188988262.33836302,242537548.47199857,236936276.652236,256790845.84721154,242958740.6356998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Cash Received from Disposal of Subsidiary and Other Operating Unit,,,,,,Jiangsu Hengrui Pharma,,,,,,,,,432512557.4412851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Paid for Investments,,,,,,Jiangsu Hengrui Pharma,,-2321261774.044948,-15091074832.144737,-64777623165.90967,-116093595543.21156,-292024832505.09326,-309145394333.5608,-154843049270.16974,-89305076488.1594,-200565397.66563517,-7300727561.476955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Received from Recovery of Investment,,,,,,Jiangsu Hengrui Pharma,,1541434601.8137329,,34892625355.46902,90006197417.62225,274723470481.65646,331596649380.58466,164724365911.44736,115219734755.6769,30609143256.174477,7099120464.216735,1939889297.1880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Received from Investment Income,,,,,,Jiangsu Hengrui Pharma,2047709.3680029002,2547415.522477195,35792030.1440808,488597218.2232861,2509046774.3326445,3141667962.817899,3819001070.889715,3046722577.9963174,,1121140238.1645422,615605873.6108259,661516760.1991731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Received from Return on Investments,,,,,,Jiangsu Hengrui Pharma,,,,,,,,,1997754925.9932544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow from Investing Activities,,,,,,Jiangsu Hengrui Pharma,-3039251446.26709,-4795533945.292968,-25916258347.322845,-33111303361.84897,-28896792261.758995,-19885212262.28025,20109598690.966675,-6406943181.29058,4683121565.923429,14348606193.073181,-22417417599.510628,-35207094147.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financing Activities,,,,,,Jiangsu Hengrui Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Paid for Repayment of Debt,,,,,,Jiangsu Hengrui Pharma,-101926797.81,,-97812310.97,,,,,,,-15038674796.8868,-9378680218.582727,-19270423482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Received from Borrowings,,,,,,Jiangsu Hengrui Pharma,,,,,,,,,15118867365.840002,247690296.0068,9378680218.582727,19213545184.22504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Received from Capital Contribution,,,,,,Jiangsu Hengrui Pharma,1386832921.8817384,188858947.15386328,139007353.78952047,5267463703.428983,1355313309.1781409,991613861.2473083,14768118058.353947,4011207883.5239997,4546023752.6043005,,,132990818029.06541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Payments for the Distribution of Dividends or Profits or the Settlement of Interest Expenses,,,,,,Jiangsu Hengrui Pharma,,,,,,,,,,,-14946482522.205492,-16498767471.22936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cash Paid for Distribution of Dividends, Profits or Payment of Interests",,,,,,Jiangsu Hengrui Pharma,-1248092695.035522,-1535018166.1350887,-1913961053.5819154,-3108579373.302501,-4989214280.417863,-8288464055.865009,-11377067107.052465,-12505659141.382294,-12185600286.72028,-12006841638.68937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Cash Received Relating to Financing Activities,,,,,,Jiangsu Hengrui Pharma,,,,,,,,,1919757631.06233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Payments Related to Other Financing Activities,,,,,,Jiangsu Hengrui Pharma,,-2610195.04031814,-33502312.99976465,-5380969.24690344,-94095382.25311291,-47344953.44471243,-133966903.1133842,-3214543890.2083716,-13224004428.544754,-10114206107.31446,-3233686838.226335,-21836164582.28881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Receipts Related to Other Financing Activities,,,,,,Jiangsu Hengrui Pharma,,,,,,,,,,,,5372189966.001183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow from Financing Activities,,,,,,Jiangsu Hengrui Pharma,36813429.03621637,-1348769414.0215437,-1906268323.7621596,2153503360.879578,-3727996353.492835,-7344195148.062414,3257084048.1880965,-11708995148.066666,-3824955965.7584023,-36912032246.88383,-18180169360.431828,99971197643.77347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Adjustments,,,,,,Jiangsu Hengrui Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foreign Exchange Rate Effect on Cash and Cash Equivalents,,,,,,Jiangsu Hengrui Pharma,1351989.866580735,94161417.97478694,302119307.15156496,-410872480.50849956,544278918.7946701,125797021.2534717,-996390751.3712734,-197821053.8721844,965896081.7859875,147124955.8989888,86769084.33318079,-4626604533.583591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash Flow Net Changes in Cash,,,,,,Jiangsu Hengrui Pharma,13045311152.668936,17177020260.668371,-2161309877.338631,-6381063674.696011,-4006414241.4029794,11909937173.989132,60758169683.30772,31167375739.619194,17006099898.489138,67311739891.88445,46518574234.546936,204477828668.0713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jiangsu Hengrui Pharmaceuticals Co.,Ltd - 江苏恒瑞医药股份有限公司 | Income Statement (As Reported)",,,,,,Jiangsu Hengrui Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,,,,,,Jiangsu Hengrui Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue from Main Operations,,,,,,Jiangsu Hengrui Pharma,75883970778.95937,93243039458.97142,108336483682.30583,135601998564.87225,176098719113.889,237615860414.9783,308861478174.0024,302368875518.52704,254537236087.53842,262683042197.47214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Main Business,,,,,,Jiangsu Hengrui Pharma,,,,,,,,302368875518.52704,,,293229310957.6887,359887341900.61786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Operations,,,,,,Jiangsu Hengrui Pharma,74458592.36221729,1774732173.6371524,173795673.31897613,113347848.72896908,164553933.87701365,427046551.6645896,1363641207.6868389,1468702333.6597185,746887409.4816768,5195594645.491471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Business,,,,,,Jiangsu Hengrui Pharma,,,,,,,,,,,34881186409.11774,46454154461.73729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Revenues,,,,,,Jiangsu Hengrui Pharma,75958429371.3216,,108510279355.6248,135715346413.60123,176263273047.76602,238042906966.6429,310225119381.6892,303837577852.1867,255284123497.02008,267878636842.96362,328110497366.80646,406341496362.35516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expenses,,,,,,Jiangsu Hengrui Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Costs,,,,,,Jiangsu Hengrui Pharma,-13385191342.118822,-13990299290.157427,-14032461376.755238,-18145665673.93323,-23625040163.948887,-29774497683.075592,-37456739934.11962,-43886350417.42662,-41836532485.59548,-41382448712.65661,-45118642288.221115,-56046816713.03076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tax and Surcharges,,,,,,Jiangsu Hengrui Pharma,-1352701777.1539893,-1587400332.8133576,-1982248444.4155257,-2487791275.839213,-2396115411.0167284,-2211326675.2747316,-2874217849.4015093,-2366910213.118483,-2284493684.319305,-2573832430.3734193,-3023606475.4701486,-3386421092.2969003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Selling Expenses,,,,,,Jiangsu Hengrui Pharma,-28990458180.62806,-35952882812.68092,-42564207458.38783,-50898771767.41669,-65418464251.186874,-87137488561.80943,-109646050744.28175,-110058493599.45267,-88168112605.12538,-88947532939.073,-97737728322.19629,-116989790599.74715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General and Administrative Expenses,,,,,,Jiangsu Hengrui Pharma,-14917269576.706537,-18802031460.8567,-22167734490.073452,-11707898065.145803,-16457841127.116493,-22908095590.98331,-34302080687.70098,-33547615630.495712,-27675662089.26566,-28372564904.283554,-29964606360.69922,-36051207398.38146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Research and Development Expenses,,,,,,Jiangsu Hengrui Pharma,,,,-17255527833.97367,-27024360808.440754,-39826184457.25619,-55803950051.4747,-69707122520.15427,-58634239215.47689,-58153069358.35782,-77182567599.21779,-89429608491.30588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other Operating Profit/loss,,,,,,Jiangsu Hengrui Pharma,,,,1524487445.7999165,1649954217.441637,1939136255.3280575,2321985485.776663,3624583979.768102,3448558309.8936353,5851665289.605408,4681195057.407299,6000011184.15663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Credit Impairment Loss (loss Is Indicated as -),,,,,,Jiangsu Hengrui Pharma,,,,,,-135229409.1110972,-74896200.64530636,47449015.06474849,-315389439.03232473,202548401.47991496,339986256.4159192,-306806687.9654658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asset Impairment Loss (loss Is Indicated with ""-"")",,,,,,Jiangsu Hengrui Pharma,-70183953.29137902,-73389747.56210227,50760369.3790855,-148185054.43564886,-256472697.13605928,-55935658.45085557,-81411529.33105806,-162571999.74258372,-1760078790.5271466,-1258601956.7561848,-381501587.8618371,-1116580237.8355832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investment Income/(Loss),,,,,,Jiangsu Hengrui Pharma,2047709.3680029002,-25715242.126324844,144251391.3334421,379828612.30434376,2509046774.3326445,3161201272.660203,3819001070.889715,2503297101.0456204,4648027146.671622,-577045655.1469496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Investment Gain (loss Is Indicated with “-“),,,,,,Jiangsu Hengrui Pharma,,,,,,,,,,,50174161.43348865,-1030130350.0917022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain from Changes of Fair Value (loss),,,,,,Jiangsu Hengrui Pharma,,,,,,383616785.18018466,184527051.5333117,424960923.76077473,917961555.6143674,-683870885.018505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain on Changes in Fair Value (loss Is Indicated with “-“),,,,,,Jiangsu Hengrui Pharma,,,,,,,,,,,1273660859.3726516,2229894245.1352353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-operating Expenses,,,,,,Jiangsu Hengrui Pharma,-141532595.15412235,-251446014.1206386,-402009393.1051635,-493850422.60540056,-991687380.3723062,-968239872.6465213,-1260172581.4405465,-2354300582.83072,-1746463818.7365503,-2894731695.3980637,-3885418307.4685335,-3719100783.9776816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Expenses,,,,,,Jiangsu Hengrui Pharma,821323845.3366385,1513047043.70844,1623066698.6813083,359324635.2159536,1251229904.4294715,1367840935.6655772,2032890631.7798245,3963781689.182652,5649981610.613866,5615759971.45491,6715101295.843901,5227997276.39675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Non-operating Income,,,,,,Jiangsu Hengrui Pharma,418803612.8221459,283063965.1722063,305439735.31426334,16809079.59646742,4268265.917823211,8263892.6980554955,11957762.137747819,26071932.770130094,24978547.565151505,44588384.19189531,122476481.9082279,91413966.56163377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gain/loss on Disposal of Assets,,,,,,Jiangsu Hengrui Pharma,,,-12480658.874205565,16226962.67708078,21374722.34890382,12665585.998281863,33371277.189722195,39540213.2423979,65679545.83852878,37124323.75463962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gain on Disposal of Assets (loss Is Indicated with ""-"")",,,,,,Jiangsu Hengrui Pharma,,,,,,,,,,,63288782.2677789,52070415.63167912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earnings before Taxes,,,,,,Jiangsu Hengrui Pharma,18343267113.795467,26130717741.171745,29472655728.721485,36874333055.84534,45529165093.01839,61898633785.56553,77129333082.60074,52383897743.80012,47618338085.1385,54786624676.38627,84062309320.32077,111866421095.60452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taxes and Other Expenses,,,,,,Jiangsu Hengrui Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provision for Income Tax,,,,,,Jiangsu Hengrui Pharma,-2310904239.852892,-3447424770.6290236,-3706987669.151039,-4573359502.707282,-4431352367.015569,-7454599483.26731,-6561262427.851686,207809819.80681685,-1840068621.5066776,-4569815384.1473055,-9763085150.565083,-12726486903.787409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minority Interest (After Tax),,,,,,Jiangsu Hengrui Pharma,-584654762.4368299,-534433870.60950583,-442529310.7056667,-748487888.256994,44783814.53649345,16106416.237159926,218006247.6875743,541755455.4692287,1094719841.6381347,288955118.3949876,-5482843.947783461,-76406378.638107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Income (Loss),,,,,,Jiangsu Hengrui Pharma,15447708111.505747,22148859099.933212,25323138748.86478,31552485664.881058,41142596540.539314,54460140718.535385,70786076902.43661,53133463019.076164,46872989305.26996,50505764410.63396,74293741325.8079,99063527813.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplementary Info,,,,,,Jiangsu Hengrui Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operating Income (Loss),,,,,,Jiangsu Hengrui Pharma,18065996096.127445,26099099790.120174,29569225386.512383,37351374398.85427,46516584207.47288,62858609765.51399,78377547901.90353,54712126393.8607,49339823356.30989,57636767987.59244,87825251145.88107,115494107913.02057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic EPS - Continuing Operations,,,,,,Jiangsu Hengrui Pharma,7.927866333661801,9.429401616842,8.983082639484799,8.5339342521,9.310089128320001,10.221445088,11.0736366147,8.327361395619999,7.3194516612400005,7.98243607984,,15.28786929572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diluted EPS - Continuing Operations,,,,,,Jiangsu Hengrui Pharma,7.924808529727501,9.409002695009999,8.9733014083878,8.5339342521,9.310089128320001,10.221445088,11.0736366147,8.327361395619999,7.3194516612400005,7.98243607984,,15.159399805840001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period Type: YTD,,,,,,Jiangsu Hengrui Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currency: Indian Rupee (INR),,,,,,Jiangsu Hengrui Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P Capital IQ - Standard,,,,,,Jiangsu Hengrui Pharma,2014 FQ1,2014 FQ2 YTD,2014 FQ3 YTD,2015 FQ1,2015 FQ2 YTD,2015 FQ3 YTD,2016 FQ1,2016 FQ2 YTD,2016 FQ3 YTD,2017 FQ1,2017 FQ2 YTD,2017 FQ3 YTD,2018 FQ1,2018 FQ2 YTD,2018 FQ3 YTD,2019 FQ1,2019 FQ2 YTD,2019 FQ3 YTD,2020 FQ1,2020 FQ2 YTD,2020 FQ3 YTD,2021 FQ1,2021 FQ2 YTD,2021 FQ3 YTD,2022 FQ1,2022 FQ2 YTD,2022 FQ3 YTD,2023 FQ1,2023 FQ2 YTD,2023 FQ3 YTD,2024 FQ1,2024 FQ2 YTD,2024 FQ3 YTD,2025 FQ1,2025 FQ2 YTD,2025 FQ3 YTD,2026 FQ1,,,,,,,,,,,,
Period Ended,,,,,,Jiangsu Hengrui Pharma,2014-03-31 00:00:00,2014-06-30 00:00:00,2014-09-30 00:00:00,2015-03-31 00:00:00,2015-06-30 00:00:00,2015-09-30 00:00:00,2016-03-31 00:00:00,2016-06-30 00:00:00,2016-09-30 00:00:00,2017-03-31 00:00:00,2017-06-30 00:00:00,2017-09-30 00:00:00,2018-03-31 00:00:00,2018-06-30 00:00:00,2018-09-30 00:00:00,2019-03-31 00:00:00,2019-06-30 00:00:00,2019-09-30 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,2023-03-31 00:00:00,2023-06-30 00:00:00,2023-09-30 00:00:00,2024-03-31 00:00:00,2024-06-30 00:00:00,2024-09-30 00:00:00,2025-03-31 00:00:00,2025-06-30 00:00:00,2025-09-30 00:00:00,2026-03-31 00:00:00,,,,,,,,,,,,
Currency,,,,,,Jiangsu Hengrui Pharma,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,INR,,,,,,,,,,,,
Units,,,,,,Jiangsu Hengrui Pharma,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,Absolute,,,,,,,,,,,,
Spot Exchange Rate,,,,,,Jiangsu Hengrui Pharma,9.638399176,9.663906087,10.08552578,10.083877732,10.264494799000001,10.315724892999999,10.268348233,10.161727095,9.988304620000001,9.41062844,9.53213269,9.817523185,10.373328231999999,10.345348521,10.561370816,10.323171822,10.036549495000001,9.884359261,10.632561423,10.693019832000001,10.827693349999999,11.165048988,11.511591891,11.509605239,11.970188804,11.795097994999999,11.438145707,11.954929249000001,11.315885995,11.386508785,11.539173187000001,11.47116377,11.944187041000001,11.775194653,11.971998101999999,12.477862681,13.594474005,,,,,,,,,,,,
Net Profit,,,,,,Jiangsu Hengrui Pharma,,7579446296.906715,,,11145211707.788328,,,13418777189.578314,,,15191126443.28126,,,20114448199.039547,,,24221076086.10326,,,28363232130.758118,,,30648460576.00713,,,24392964129.60484,,,25917971181.57589,,,39324667704.31312,,,53331308653.153206,,,,,,,,,,,,,,
Depreciation of Fixed Assets,,,,,,Jiangsu Hengrui Pharma,,,,,,,,,,,,,,,,,,,,,,,,,,2993160810.5927677,,,3135176400.1861787,,,3598595991.7077494,,,4157205027.797285,,,,,,,,,,,,,,
